ActivityID,ActivityName,FacilityActivityDescription,FacilityID
100029,SCENIC DRIVE,Scenic Drive,232139
5,BIKING,Mountain Biking,233852
9,CAMPING,Camping,233852
14,HIKING,Hiking,233852
16,HUNTING,Hunting,233852
26,WILDLIFE VIEWING,Wildlife Viewing,233852
32,DAY USE AREA,Amphitheater,233852
9,CAMPING,,257158
16,HUNTING,,257158
5,BIKING,Biking,266144
9,CAMPING,Camping,266144
14,HIKING,Hiking,266144
32,DAY USE AREA,Day Use Area,266144
104,PHOTOGRAPHY,Photography,266144
100002,MOUNTAIN BIKING,Mountain Biking,266144
100015,STAR GAZING,Star Gazing,266144
100063,OFF HIGHWAY VEHICLE TRAILS,Off Highway Vehicle Trails,266144
4,AUTO TOURING,Auto Touring,251841
5,BIKING,Biking,251841
9,CAMPING,Camping,251841
104,PHOTOGRAPHY,Photography,251841
100002,MOUNTAIN BIKING,Mountain Biking,251841
100029,SCENIC DRIVE,Scenic Drive,251841
9,CAMPING,,256994
14,HIKING,,256994
26,WILDLIFE VIEWING,,256994
104,PHOTOGRAPHY,,256994
9,CAMPING,,245170
14,HIKING,,245170
15,HORSEBACK RIDING,,245170
16,HUNTING,,245170
20,PICNICKING,,245170
109,HORSE CAMPING,,245170
9,CAMPING,,245244
14,HIKING,,245244
20,PICNICKING,,245244
9,CAMPING,Camping,232244
11,FISHING,Fishing,232244
14,HIKING,Hiking,232244
32,DAY USE AREA,Day Use Area,232244
109,HORSE CAMPING,Horse Camping,232244
100043,AMPHITHEATER,Amphitheater,232244
4,AUTO TOURING,,257045
9,CAMPING,,257045
14,HIKING,,257045
104,PHOTOGRAPHY,,257045
4,AUTO TOURING,,256973
9,CAMPING,,256973
14,HIKING,,256973
15,HORSEBACK RIDING,,256973
25,WATER SPORTS,,256973
104,PHOTOGRAPHY,,256973
4,AUTO TOURING,,257152
5,BIKING,,257152
9,CAMPING,,257152
11,FISHING,,257152
14,HIKING,,257152
15,HORSEBACK RIDING,,257152
25,WATER SPORTS,,257152
26,WILDLIFE VIEWING,,257152
104,PHOTOGRAPHY,,257152
107,DIVING,,257152
5,BIKING,Biking,273377
6,BOATING,Canoeing,273377
9,CAMPING,Camping,273377
5,BIKING,,257230
9,CAMPING,,257230
14,HIKING,,257230
26,WILDLIFE VIEWING,,257230
104,PHOTOGRAPHY,,257230
5,BIKING,Biking,233168
8,HISTORIC & CULTURAL SITE,Historic Sites,233168
9,CAMPING,Camping,233168
11,FISHING,Fishing,233168
14,HIKING,Hiking,233168
15,HORSEBACK RIDING,Horseback Riding,233168
16,HUNTING,Hunting,233168
26,WILDLIFE VIEWING,Wildlife Viewing,233168
9,CAMPING,,10068990
15,HORSEBACK RIDING,,10068990
16,HUNTING,,10068990
18,OFF HIGHWAY VEHICLE,,10068990
20,PICNICKING,,10068990
109,HORSE CAMPING,,10068990
9,CAMPING,,243875
14,HIKING,,243875
15,HORSEBACK RIDING,,243875
18,OFF HIGHWAY VEHICLE,,243875
20,PICNICKING,,243875
5,BIKING,,257059
9,CAMPING,,257059
14,HIKING,,257059
26,WILDLIFE VIEWING,,257059
104,PHOTOGRAPHY,,257059
5,BIKING,Biking,257007
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,257007
9,CAMPING,Camping,257007
14,HIKING,Hiking,257007
104,PHOTOGRAPHY,Photography,257007
100029,SCENIC DRIVE,Scenic Drive,257007
100041,ROCK CLIMBING,Rock Climbing,257007
100063,OFF HIGHWAY VEHICLE TRAILS,Off Highway Vehicle Trails,257007
9,CAMPING,"<p>
	5 single sites - $12.00, capacity 8 people<br/>
	$7.00 extra vehicle and day use fee<br/>
	Trailhead overnight parking $3.00 per vehicle<br/>
	 </p>
",247058
14,HIKING,,247058
15,HORSEBACK RIDING,,247058
5,BIKING,,235068
6,BOATING,"<p>With an ever-increasing demand on Utah's limited number of rivers, lakes, and reservoirs, boaters must use their water recreation resources wisely. Check the <a href=""http://stateparks.utah.gov/boating"" rel=""nofollow"">Utah State Boating website</a> for more information.</p>",235068
9,CAMPING,,235068
10,INTERPRETIVE PROGRAMS,,235068
11,FISHING,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"" rel=""nofollow"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",235068
14,HIKING,,235068
15,HORSEBACK RIDING,"<p>Virtually all forests in the Intermountain Region require certified weed-free hay. You can contact your <a href=""https://www.fs.usda.gov/detail/fishlake/?cid=FSM9_019929"" rel=""nofollow"">local forest service office</a> if you have questions.</p>",235068
16,HUNTING,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"" rel=""nofollow"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",235068
18,OFF HIGHWAY VEHICLE,"<p>
	The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detail/fishlake/?cid=stelprdb5069096"" rel=""nofollow"">official Motor Vehicle Use Map (MVUM)</a> dated June 2013.</p>
",235068
20,PICNICKING,,235068
23,RECREATIONAL VEHICLES,,235068
24,VISITOR CENTER,,235068
26,WILDLIFE VIEWING,,235068
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,235068
109,HORSE CAMPING,"<p>Virtually all forests in the Intermountain Region require certified weed-free hay. You can contact your <a href=""https://www.fs.usda.gov/detail/fishlake/?cid=FSM9_019929"" rel=""nofollow"">local forest service office</a> if you have questions.</p>",235068
6,BOATING,,256902
9,CAMPING,,256902
11,FISHING,,256902
20,PICNICKING,,256902
25,WATER SPORTS,,256902
5,BIKING,Biking,233149
6,BOATING,Boating,233149
9,CAMPING,Camping,233149
11,FISHING,Fishing,233149
14,HIKING,Hiking,233149
16,HUNTING,Hunting,233149
26,WILDLIFE VIEWING,Wildlife Viewing,233149
9,CAMPING,"<p>
	Fishing, Hiking, Horseback Riding areas.</p>
",239007
20,PICNICKING,,239007
23,RECREATIONAL VEHICLES,"<p>
	<a href=""https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5300077.pdf"" rel=""nofollow"">""Click here for a Campground Site Map""</a></p>
",239007
5,BIKING,Mountain Biking,233796
9,CAMPING,Camping,233796
11,FISHING,Fishing,233796
14,HIKING,Hiking,233796
16,HUNTING,Hunting,233796
26,WILDLIFE VIEWING,Wildlife Viewing,233796
4,AUTO TOURING,,257118
9,CAMPING,,257118
23,RECREATIONAL VEHICLES,,257118
5,BIKING,Mountain Biking,234171
6,BOATING,Kayaking,234171
9,CAMPING,Camping,234171
11,FISHING,Fishing,234171
14,HIKING,Hiking,234171
16,HUNTING,Hunting,234171
26,WILDLIFE VIEWING,Wildlife Viewing,234171
5,BIKING,,239105
9,CAMPING,,239105
14,HIKING,,239105
15,HORSEBACK RIDING,,239105
16,HUNTING,,239105
18,OFF HIGHWAY VEHICLE,,239105
20,PICNICKING,,239105
26,WILDLIFE VIEWING,,239105
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,239105
106,SWIMMING,,239105
5,BIKING,Mountain Biking,233797
7,CLIMBING,Rock Climbing,233797
9,CAMPING,Camping,233797
11,FISHING,Fishing,233797
14,HIKING,Hiking,233797
16,HUNTING,Hunting,233797
26,WILDLIFE VIEWING,Wildlife Viewing,233797
5,BIKING,Mountain Biking,234230
9,CAMPING,Camping,234230
11,FISHING,Fishing,234230
14,HIKING,Hiking,234230
26,WILDLIFE VIEWING,Wildlife Viewing,234230
5,BIKING,Biking,233167
6,BOATING,Boating,233167
9,CAMPING,Camping,233167
11,FISHING,Fishing,233167
14,HIKING,Hiking,233167
16,HUNTING,Hunting,233167
26,WILDLIFE VIEWING,Wildlife Viewing,233167
34,SWIMMING SITE,Swimming,233167
4,AUTO TOURING,,257026
9,CAMPING,,257026
14,HIKING,,257026
104,PHOTOGRAPHY,,257026
4,AUTO TOURING,Auto Touring,251842
5,BIKING,Biking,251842
9,CAMPING,Camping,251842
104,PHOTOGRAPHY,Photography,251842
100002,MOUNTAIN BIKING,Mountain Biking,251842
100029,SCENIC DRIVE,Scenic Drive,251842
100041,ROCK CLIMBING,Rock Climbing,251842
5,BIKING,Mountain Biking,232415
9,CAMPING,Camping,232415
11,FISHING,Fishing,232415
14,HIKING,Hiking,232415
5,BIKING,Biking,233995
6,BOATING,Boating,233995
9,CAMPING,Camping,233995
11,FISHING,Fishing,233995
14,HIKING,Hiking,233995
25,WATER SPORTS,Water Skiing,233995
34,SWIMMING SITE,Swimming,233995
4,AUTO TOURING,,247163
5,BIKING,,247163
9,CAMPING,,247163
10,INTERPRETIVE PROGRAMS,,247163
11,FISHING,,247163
14,HIKING,,247163
15,HORSEBACK RIDING,,247163
18,OFF HIGHWAY VEHICLE,,247163
20,PICNICKING,,247163
23,RECREATIONAL VEHICLES,,247163
26,WILDLIFE VIEWING,,247163
5,BIKING,Mountain Biking,232010
9,CAMPING,Camping,232010
11,FISHING,Fishing,232010
14,HIKING,Hiking,232010
26,WILDLIFE VIEWING,Wildlife Viewing,232010
4,AUTO TOURING,,245179
5,BIKING,,245179
9,CAMPING,,245179
11,FISHING,,245179
14,HIKING,"The Rim View Trail (# ?) is 9 1/2 miles in length and runs from Buckskin Ridge to the confluence of Third and Fourth Forks of Rock Creek.  The trail is generally 2 1/2 to 3 feet wide with a native material surface and it is designed for foot and horse traffic only.  The trail follows a gentle moderate grade of 8% and from the Third Fork trailhead to the end of the trail on Buckskin Ridge, there is an approximate gain of 1900 ft.  The trail crosses several live streams and for the most part goes through areas covered with sub-alpine fir and aspen trees.  The trail traverses the canyon rim along the west side of Rock Creek and provides scenic views of Rock Creek Canyon.  Backcountry camping opportunities are available.  The Ross Falls Trail (# ?)is a short 1/3 mile trail leading to Ross Falls in Rock Creek Canyon.  The trail climbs gently up into a grove of aspens where it crosses a foot bridge on Thompson Creek.  It continues on through Aspen and a beautiful fern glade, by chokecherries and willows, and into ",245179
15,HORSEBACK RIDING,"<p>The Rim View Trail (#?) is 9 1/2 miles in length and runs from Buckskin Ridge to the confluence of Third and Fourth Forks of Rock Creek. The trails is generally 2 1/2 to 3 feet wide with a native material surface and it is designed for foot and horse traffic only. The trail follows a gentle moderate grade of 8% and from the Third Fork trailhead to the end of the trail on Buckskin Ridge, there is an approximate gain of 1900 ft. The trail crosses several live streams and for the most part goes through areas covered with sub-alpine fir and aspen trees. The trail traverses the canyon rim along the west side of Rock Creek and provides scenic views of Rock Creek Canyon. Backcountry camping opportunities are available.</p>",245179
18,OFF HIGHWAY VEHICLE,"<p>The Ross Falls Trail (#?) is a short 1/3 mile trail leading to Ross Falls in Rock Creek Canyon. The trail climbs gently up into a grove of aspens where it crosses a foot bridge on Thompson Creek. It continues on through Aspen and a beautiful fern glade, by chokecherries and willows, and into the falls. The Big Cottonwood Trail (#?), 14 miles in length, begins at Bosteter Campground and follows the Big Cottonwood Creek to the Idaho Fish & Game Management unit near Big Cedar and Big Cottonwood Junction. This trail offers solitude and the opportunity to view wild turkey, elk, deer and bighorn sheep and it is not for motorized use. The trail is generally in good condition, athough there are some rocky spots and challenging stream crossings. There are a few good campsites along the stream and some have hitching racks for livestock. The Cave Canyon Trail is 8 miles long and runs from the junction of Big Cedar and Cave Canyon to Sawmill Canyon near Bostetter Campground. The Cassia Division offers 20 miles of",245179
20,PICNICKING,,245179
22,WINTER SPORTS,The Rock Creek cross-country trails open off the head of Rock Creek.  ,245179
23,RECREATIONAL VEHICLES,,245179
26,WILDLIFE VIEWING,,245179
109,HORSE CAMPING,,245179
9,CAMPING,"<p>
	This campground is equipped with picnic tables and campsites are located in a timbered setting.</p>
",247142
23,RECREATIONAL VEHICLES,,247142
5,BIKING,Biking,256346
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,256346
9,CAMPING,Camping,256346
14,HIKING,Hiking,256346
18,OFF HIGHWAY VEHICLE,Off Highway Vehicle,256346
100002,MOUNTAIN BIKING,Mountain Biking,256346
100003,OFF ROAD VEHICLE TRAILS,Off Road Vehicle Trails,256346
9,CAMPING,,256956
9,CAMPING,,245180
14,HIKING,Pike Mountain (# 239) and Eagle Trails (# 243) are easy multi-use trails nearby.  Middle Fork Shoshone Creek trail is a moderate terrain trail located nearby.  ,245180
18,OFF HIGHWAY VEHICLE,"The Diamondfield Jack Snow Play Area covers over 200 miles of Sawtooth National Forest and Bureau of Land Management (BLM) lands and encompasses over 60 miles of groomed trails.  Amenities include restrooms, a warming shelter and parking areas.  It is located 35 miles of southeast of Twin Falls or 22 miles south of Hansen.  ",245180
20,PICNICKING,,245180
23,RECREATIONAL VEHICLES,,245180
26,WILDLIFE VIEWING,,245180
9,CAMPING,"<p>
	This rustic camp sits within the <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=39908"" rel=""nofollow"">Vinegar Hill-Indian Rock Scenic Area</a>, with trails leading out from the campsite.  This campsite is small and secluded, with fewer visitors throughout the summer allowing visitors a chance to explore the Vinegar Hill-Indian Rock Scenic Area.  The campground is busiest in late summer through early winter during big game hunting seasons.</p>
",243702
14,HIKING,"<p>
	Head O'Boulder Forest Camp is a great base camp for those wanting to hike in the <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=39908"" rel=""nofollow"">Vinegar Hill-Indian Rock Scenic Area</a>.  The campground is a starting point to connect to many trails through the area such as the <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=40004"" rel=""nofollow"">Princess Trail #251</a>, <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=40012"" rel=""nofollow"">Sunrise Butte Trail #255</a>, and <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=39916"" rel=""nofollow"">Blackeye Trail #243</a>. Hikers can enjoy beautiful views from the multiple trails.</p>
",243702
15,HORSEBACK RIDING,"<p>
	Stock water is available in the nearby spring. Horse riders can enjoy multiple riding opportunties throughout the <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=39908"" rel=""nofollow"">Vinegar Hill-Indian Rock Scenic Area</a> by traveling on multiple trails that can be reached from the Head O' Boulder Forest Camp.  Trails accessed from the camp are the <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=40004"" rel=""nofollow"">Princess Trail #251</a>, <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=40012"" rel=""nofollow"">Sunrise Butte Trail #255</a> and <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=39916"" rel=""nofollow"">Blackeye Trail #243</a>.</p>
<p>
	Please use certified weed free hay and take what you don't use home. Please do not tie horses within the camping area or to trees.</p>
<p>
	This trail is also used by hikers, please be prepared to share the trail.</p>
",243702
16,HUNTING,"<p>This trail is popular during big game hunting seasons such as Rocky Mountain Elk and mule deer seasons in fall and early winter.  For license and regulation information for big game hunting please visit the <a href=""https://www.dfw.state.or.us/resources/hunting/big_game/"" rel=""nofollow"">Oregon Department of Fish and Wildlife</a>.</p>
",243702
6,BOATING,Boating,251894
11,FISHING,Fishing,251894
106,SWIMMING,Swimming,251894
100007,KAYAKING,Kayaking,251894
100008,CANOEING,Canoeing,251894
100023,WATER SKIING,Water Skiing,251894
5,BIKING,,236934
9,CAMPING,,236934
11,FISHING,,236934
14,HIKING,,236934
15,HORSEBACK RIDING,,236934
106,SWIMMING,,236934
9,CAMPING,,10005523
20,PICNICKING,,10005523
104,PHOTOGRAPHY,,10005523
9,CAMPING,,10078676
14,HIKING,Access to trail in the Wenaha-Tucannon Wilderness.,10078676
15,HORSEBACK RIDING,"There are horse facilities with hitching rails, feed mangers, and a spring.",10078676
16,HUNTING,Hunting for deer and elk in the fall.,10078676
109,HORSE CAMPING,"<p>Area includes hitching posts, large pull through campsites and feed mangers.</p>
",10078676
9,CAMPING,Camping,266138
4,AUTO TOURING,,10001666
9,CAMPING,,10001666
11,FISHING,,10001666
20,PICNICKING,,10001666
26,WILDLIFE VIEWING,,10001666
9,CAMPING,Camping,234161
10,INTERPRETIVE PROGRAMS,Stargazing,234161
11,FISHING,Fishing,234161
14,HIKING,Hiking,234161
26,WILDLIFE VIEWING,Wildlife Viewing,234161
4,AUTO TOURING,,274330
5,BIKING,,274330
9,CAMPING,,274330
11,FISHING,,274330
14,HIKING,,274330
20,PICNICKING,,274330
26,WILDLIFE VIEWING,,274330
31,FISH VIEWING SITE,,274330
32,DAY USE AREA,,274330
104,PHOTOGRAPHY,,274330
5,BIKING,Biking,233707
6,BOATING,Boating,233707
9,CAMPING,Camping,233707
11,FISHING,Fishing,233707
14,HIKING,Hiking,233707
34,SWIMMING SITE,Swimming,233707
9,CAMPING,Camping,248324
20,PICNICKING,Picnic,248324
6,BOATING,,265397
9,CAMPING,"<ul>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69528"" rel=""nofollow"">Lobster Creek Campground</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69584"" rel=""nofollow"">Quosatana Creek Campground</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69508"" rel=""nofollow"">Illahe Campground</a></li>
</ul>
",265397
14,HIKING,,265397
26,WILDLIFE VIEWING,,265397
106,SWIMMING,,265397
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234185
14,HIKING,Hiking,234185
15,HORSEBACK RIDING,Horseback Riding,234185
16,HUNTING,Hunting,234185
20,PICNICKING,Picnicking,234185
26,WILDLIFE VIEWING,Wildlife Viewing,234185
100002,MOUNTAIN BIKING,Mountain Biking,234185
100015,STAR GAZING,Star Gazing,234185
100017,BIRDING,Birding,234185
5,BIKING,Biking,233136
6,BOATING,Boating,233136
9,CAMPING,Camping,233136
11,FISHING,Fishing,233136
14,HIKING,Hiking,233136
26,WILDLIFE VIEWING,Wildlife Viewing,233136
32,DAY USE AREA,Day Use Area,233136
100002,MOUNTAIN BIKING,Mountain Biking,233136
100008,CANOEING,Canoeing,233136
100036,BACKPACKING,Backpacking,233136
9,CAMPING,Camping,267554
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,233326
9,CAMPING,Camping,233326
14,HIKING,Hiking,233326
28,WILDERNESS,Wilderness,233326
32,DAY USE AREA,Day Use Area,233326
100040,MOUNTAIN CLIMBING,Mountain Climbing,233326
100053,SLEDDING,Sledding,233326
100055,SKIING,Skiing,233326
5,BIKING,Mountain Biking,234144
8,HISTORIC & CULTURAL SITE,Historic Sites,234144
9,CAMPING,Camping,234144
26,WILDLIFE VIEWING,Wildlife Viewing,234144
9,CAMPING,,237822
20,PICNICKING,,237822
23,RECREATIONAL VEHICLES,,237822
8,HISTORIC & CULTURAL SITE,,10279174
9,CAMPING,,10279174
100034,WHITEWATER RAFTING,,10279174
9,CAMPING,"<p>
	A few popular camping sites on the South Fork of the Salmon, just outside of Forks of Salmon.</p>
",234994
26,WILDLIFE VIEWING,A good area for riparian wildlife along the river and forest birding.  Some small mammals frequent the campsites.,234994
106,SWIMMING,"Swimming, wading and water play off the gravel bar on the South Fork of the Salmon River.",234994
11,FISHING,Fishing,251357
14,HIKING,Hiking,251357
26,WILDLIFE VIEWING,Wildlife Viewing,251357
9,CAMPING,Camping,234159
11,FISHING,Fishing,234159
14,HIKING,Hiking,234159
26,WILDLIFE VIEWING,Wildlife Viewing,234159
34,SWIMMING SITE,Swimming,234159
5,BIKING,Biking,233225
6,BOATING,Canoeing,233225
9,CAMPING,Camping,233225
11,FISHING,Fishing,233225
14,HIKING,Hiking,233225
24,VISITOR CENTER,Ranger Station,233225
25,WATER SPORTS,Water Skiing,233225
34,SWIMMING SITE,Swimming,233225
5,BIKING,Biking,233198
6,BOATING,Kayaking,233198
9,CAMPING,Camping,233198
11,FISHING,Fishing,233198
14,HIKING,Hiking,233198
5,BIKING,Biking,232837
9,CAMPING,Camping,232837
11,FISHING,Fishing,232837
14,HIKING,Hiking,232837
24,VISITOR CENTER,Ranger Station,232837
9,CAMPING,"<ul>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=70674"" rel=""nofollow"">Sixmile Campground</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=70680"" rel=""nofollow"">Store Gulch Campground</a></li>
</ul>
",265414
106,SWIMMING,,265414
9,CAMPING,Camping,251454
11,FISHING,Fishing,234138
14,HIKING,Hiking,234138
15,HORSEBACK RIDING,Horseback Riding,234138
16,HUNTING,Hunting,234138
26,WILDLIFE VIEWING,Wildlife Viewing,234138
100003,OFF ROAD VEHICLE TRAILS,Off Road Vehicle Trails,234138
5,BIKING,Biking,254094
14,HIKING,Hiking,254094
106,SWIMMING,Swimming,254094
100008,CANOEING,Canoeing,254094
100037,SAILING,Sailing,254094
9,CAMPING,"<ul>
	<li>
		Camping, picnicking</li>
</ul>
",250072
5,BIKING,Biking,233236
6,BOATING,Boating,233236
9,CAMPING,Camping,233236
11,FISHING,Fishing,233236
14,HIKING,Hiking,233236
26,WILDLIFE VIEWING,Wildlife Viewing,233236
5,BIKING,"<p>The Vinegar Hill Indian Rock Scenic area is a designated non-motorized scenic recreation area set high above the John Day Valley. The Princess Trail offers an alpine ridge experience with commanding 360 degree views. Due to this trail’s alpine nature, snow may linger well into June. Use caution accessing trailheads within the Vinegar Hills as forest roads in this area are predominantly narrow, steep, and rugged.</p>

<p>Learn more about mountainbike opportunities in the area by contacting the <a href=""https://eotatrails.com/"" rel=""nofollow"">Eastern Oregon Trail Alliance</a> (EOTA).</p>
",243693
9,CAMPING,,243693
14,HIKING,,243693
16,HUNTING,"<p>
	Big game hunting for Rocky Mountain Elk and mule deer is very popular in the area.  For regulation and license information please visit the <a href=""http://www.dfw.state.or.us/resources/hunting/big_game/"" rel=""nofollow"">Oregon Department of Fish and Wildlife</a>.</p>
",243693
26,WILDLIFE VIEWING,"<p>
	Visitors to the area can see a wide range of wildlife from big game animals such as Rocky Mountain Elk and mule deer to a large variety of birds and smaller creatures such as squirrels and chipmunks.</p>
",243693
5,BIKING,,246223
9,CAMPING,,246223
11,FISHING,,246223
14,HIKING,,246223
16,HUNTING,,246223
20,PICNICKING,,246223
23,RECREATIONAL VEHICLES,,246223
26,WILDLIFE VIEWING,,246223
5,BIKING,Biking,234711
6,BOATING,Boating,234711
9,CAMPING,Camping,234711
11,FISHING,Fishing,234711
14,HIKING,Hiking,234711
22,WINTER SPORTS,Cross Country Skiing,234711
25,WATER SPORTS,Water Skiing,234711
34,SWIMMING SITE,Swimming,234711
5,BIKING,Biking,234157
14,HIKING,Hiking,234157
15,HORSEBACK RIDING,Horseback Riding,234157
16,HUNTING,Hunting,234157
22,WINTER SPORTS,Winter Sports,234157
26,WILDLIFE VIEWING,Wildlife Viewing,234157
14,HIKING,Hiking,273310
20,PICNICKING,Picnicking,273310
32,DAY USE AREA,Day Use Area,273310
106,SWIMMING,Swimming,273310
100017,BIRDING,Birding,273310
6,BOATING,Boating,248519
9,CAMPING,Camping,248519
11,FISHING,Fishing,248519
14,HIKING,Hiking,248519
20,PICNICKING,Picnic,248519
25,WATER SPORTS,Water Sports,248519
9,CAMPING,Camping,234217
14,HIKING,Hiking,234217
100002,MOUNTAIN BIKING,Mountain Biking,234217
100020,CROSS COUNTRY SKIING,Cross Country Skiing,234217
100056,SNOWMOBILE TRAILS,Snowmobile Trails,234217
6,BOATING,Boating,234219
100008,CANOEING,Canoeing,234219
6,BOATING,"<ul>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/deschutes/recreation/recarea/?recid=39114"" rel=""nofollow"">Sunset Cove Boating Site</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/deschutes/recreation/recarea/?recid=39122"" rel=""nofollow"">Trapper Creek Boating Site</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/deschutes/recreation/recarea/?recid=39090"" rel=""nofollow"">Princess Creek Boating Site</a></li>
</ul>
<p>
	Motor boats for water skiing are allowed on Odell Lake. Season for boating: Late May – mid October.</p>
",237124
9,CAMPING,,237124
11,FISHING,"<p>
	Odell Lake is open from late April to October 31. There is no fishing within 200 ft of the mouth of Trapper Creek from September 1 to October 31. Be sure to always check the Oregon Department Fishing and Wildlife (ODFW) Regulations for the most current regulations, and catch limits.</p>
<h3>
	What To Expect</h3>
<ul>
	<li>
		<strong>Vehicle Access:</strong> From Crescent, 12.2 miles west on Rd. 61, then 5.4 miles north on Hwy. 58 and take the East Odell Lake access road.</li>
	<li>
		<strong>Fishing Access: </strong>Campgrounds and resort area.</li>
	<li>
		<strong>Boating Regulations:</strong>  S<a href=""http://www.oregon.gov/OSMB/BoatLaws/RegsA-D.shtml"" rel=""nofollow"">ee boating regulations.</a></li>
	<li>
		<strong>Fish Species Present:</strong> Kokanee, lake trout, rainbow trout, mountain whitefish, and bull trout</li>
	<li>
		<strong>Physical Characteristics:</strong> Size: 3600 acres; Depth: 80'-305'; Elevation: 478</li>
	<li>
		<strong>When/How to fish: </strong>",237124
26,WILDLIFE VIEWING,,237124
9,CAMPING,,237894
14,HIKING,,237894
20,PICNICKING,,237894
23,RECREATIONAL VEHICLES,,237894
6,BOATING,Boating,248518
9,CAMPING,Camping,248518
11,FISHING,Fishing,248518
20,PICNICKING,Picnic,248518
25,WATER SPORTS,Water Sports,248518
11,FISHING,Fishing,233341
20,PICNICKING,Picnicking,233341
100008,CANOEING,Canoeing,233341
9,CAMPING,,262728
15,HORSEBACK RIDING,,262728
20,PICNICKING,,262728
32,DAY USE AREA,,262728
109,HORSE CAMPING,,262728
4,AUTO TOURING,,274523
9,CAMPING,,274523
14,HIKING,,274523
6,BOATING,Marina,251712
9,CAMPING,Camping,251712
11,FISHING,Icefishing,251712
22,WINTER SPORTS,Snowmobile Trails,251712
9,CAMPING,Camping,252282
9,CAMPING,,10283852
11,FISHING,,10283852
6,BOATING,Boat Launch Ramp,232873
9,CAMPING,Camping,232873
11,FISHING,Fishing,232873
14,HIKING,Hiking,232873
24,VISITOR CENTER,Comfort Station,232873
26,WILDLIFE VIEWING,Wildlife Viewing,232873
34,SWIMMING SITE,Swimming,232873
8,HISTORIC & CULTURAL SITE,Historic Sites,234149
9,CAMPING,Camping,234149
14,HIKING,Hiking,234149
26,WILDLIFE VIEWING,Wildlife Viewing,234149
34,SWIMMING SITE,Swimming,234149
9,CAMPING,"<p>
	There are 17 total campsites located at this facility, three of which meet some of the ADA compliance objectives of the Forest Service.  Parking spur lengths vary by site, so since this is a first come, first served facility you should come early to make sure you get a site you can fit into.</p>
",236892
20,PICNICKING,"<p>
	The Day Use Area hosts several picnic tables and a standing grill under a shade Pavilion.  This area can accommodate small to moderately large groups and is hospitable most times of the year.  There is no fee and no reservation needed to picnic here, just gather your friends and family and come, but please also clean up when you leave since there are no garbage services at this site.</p>
",236892
23,RECREATIONAL VEHICLES,"<p>
	Many of  the campsites are large enough to accommodate moderately-sized RV's, however there are no hook-ups of any kind at this facility.</p>
",236892
9,CAMPING,,262741
14,HIKING,,262741
9,CAMPING,,10221499
26,WILDLIFE VIEWING,Wildlife Viewing,234146
100017,BIRDING,Birding,234146
9,CAMPING,Camping,267072
9,CAMPING,Campsites with picnic tables and firerings,260559
18,OFF HIGHWAY VEHICLE,OHV trails,260559
26,WILDLIFE VIEWING,,260559
32,DAY USE AREA,Picnicing,260559
9,CAMPING,Camping,251577
9,CAMPING,"<p>
	Camping sites can accomodate both stock and trailers.</p>
",237803
14,HIKING,,237803
15,HORSEBACK RIDING,,237803
5,BIKING,Mountain Biking,233156
9,CAMPING,Camping,233156
11,FISHING,Fishing,233156
14,HIKING,Hiking,233156
25,WATER SPORTS,Whitewater Rafting,233156
27,FISH HATCHERY,Fish Hatchery,233156
34,SWIMMING SITE,Swimming,233156
9,CAMPING,Camping,267081
