"FacilityName","FacilityPhone","GEOJSON","Reservable","FacilityStreetAddress1","FacilityStreetAddress2","City","AddressStateCode","PostalCode","CampsiteAccessible","CampsiteName","CampsiteReservable","Loop","TypeOfUse"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"02",False,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"02",False,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"07",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"07",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"05",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"05",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"04",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"04",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"18",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"18",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"16",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"16",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"14",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"14",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"10",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"10",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"13",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"13",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"06",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"06",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"Host",False,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"Host",False,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"12",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"12",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"15",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"15",True,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N HW 89A",NULL,"SEDONA","AZ","86336",False,"11",False,"MANZANITA ","Overnight"
"MANZANITA.","928-204-2034","{'COORDINATES': [-111.7416667, 34.9416667], 'TYPE': 'Point'}",True,"5900 N. Hwy 89A",NULL,"Sedona","AZ","86336",False,"11",False,"MANZANITA ","Overnight"
"WHITETAIL CAMPGROUND","520-576-9198","{'COORDINATES': [-110.7319444, 32.4119444], 'TYPE': 'Point'}",True,"11200 N. WHITETAIL ROAD",NULL,"MT. LEMMON","AZ","85619",False,"01",True,"WHITETAIL ","Overnight"
"WHITETAIL CAMPGROUND","520-576-9198","{'COORDINATES': [-110.7319444, 32.4119444], 'TYPE': 'Point'}",True,"11200 N. WHITETAIL ROAD",NULL,"MT. LEMMON","AZ","85619",False,"04",True,"WHITETAIL ","Overnight"
"WHITETAIL CAMPGROUND","520-576-9198","{'COORDINATES': [-110.7319444, 32.4119444], 'TYPE': 'Point'}",True,"11200 N. WHITETAIL ROAD",NULL,"MT. LEMMON","AZ","85619",False,"05",True,"WHITETAIL ","Overnight"
"WHITETAIL CAMPGROUND","520-576-9198","{'COORDINATES': [-110.7319444, 32.4119444], 'TYPE': 'Point'}",True,"11200 N. WHITETAIL ROAD",NULL,"MT. LEMMON","AZ","85619",False,"03",True,"WHITETAIL ","Overnight"
"WHITETAIL CAMPGROUND","520-576-9198","{'COORDINATES': [-110.7319444, 32.4119444], 'TYPE': 'Point'}",True,"11200 N. WHITETAIL ROAD",NULL,"MT. LEMMON","AZ","85619",True,"02",True,"WHITETAIL ","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"094",False,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"033",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"077",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"109",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"065",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"016",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"081",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"079",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"070",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"080",True,"QUAD","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"028",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"059",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"111",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"095",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"039",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"117",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"012",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"015",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"036",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"133",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"XXX",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"142",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"139",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"078",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"083",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"024",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"118",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"101",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"119",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"138",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"112",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"128",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"008",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"045",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"022",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"085",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,True,"066",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"099",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"041",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"049",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"122",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"126",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"068",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"032",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"100",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"018",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"061",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"103",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"110",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"114",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"040",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"107",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"025",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"069",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"108",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"086",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"044",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"105",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"106",False,"QUAD","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"124",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"121",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"117",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"042",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"075",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"073",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"116",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"005",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"037",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"136",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"003",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"098",False,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"115",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"023",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"112",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"097",False,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"054",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"091",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"132",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"119",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"152",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"140",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"151",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"090",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"029",True,"PTHR","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"035",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"038",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"048",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"050",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"057",True,"RAIN","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"144",False,"MANAGEMENT SITES","Overnight"
"RAINBOW (AZ)","928-537-8888","{'COORDINATES': [-109.4038889, 33.8763889], 'TYPE': 'Point'}",True,"APACHE-SITGREAVES",NULL,NULL,"AZ",NULL,False,"134",False,"MANAGEMENT SITES","Overnight"
